State,City,Water Source,Pollutant Type,Pollution Level,pH,Dissolved Oxygen,Temperature,Year,Safe Limit
Punjab,Chandigarh,Groundwater,Mercury,High,7.36,9.62,15.2,2019,Yes
Bihar,Bhagalpur,Pond,Cadmium,Low,8.39,9.11,34.3,2015,No
Gujarat,Vadodara,Groundwater,Sewage,Medium,7.16,5.94,22.9,2024,No
Tamil Nadu,Coimbatore,Borewell,Nitrate,Low,6.18,6.59,15.9,2015,Yes
West Bengal,Howrah,Groundwater,Industrial Waste,High,6.91,4.75,19.3,2020,No
Uttar Pradesh,Kanpur,Pond,Cadmium,Medium,8.01,8.38,31.6,2017,Yes
Karnataka,Bengaluru,Canal,Arsenic,Severe,7.65,5.59,27.7,2016,No
Assam,Jorhat,Borewell,Cadmium,High,7.8,5.22,14.9,2018,No
Tamil Nadu,Madurai,Well,Lead,Severe,6.43,5.33,29.1,2017,No
Rajasthan,Jaipur,Well,Chromium,Medium,6.6,5.14,25.8,2017,Yes
Maharashtra,Nashik,Well,Nitrate,Medium,6.2,2.93,24.3,2017,No
Punjab,Chandigarh,Reservoir,Fluoride,Medium,6.98,5.68,29.8,2019,No
Gujarat,Ahmedabad,Groundwater,Industrial Waste,Low,6.35,5.82,21.3,2023,Yes
Tamil Nadu,Chennai,Canal,Arsenic,Severe,8.6,3.35,28.6,2024,No
Rajasthan,Bikaner,Pond,Arsenic,Severe,5.81,6.89,24.0,2022,No
Delhi,Karol Bagh,Canal,Chromium,Low,8.71,5.39,20.5,2016,Yes
Uttar Pradesh,Agra,Groundwater,Cadmium,Low,6.3,5.54,26.5,2017,Yes
Rajasthan,Bikaner,Well,Arsenic,High,6.64,5.29,25.3,2015,No
Bihar,Darbhanga,Well,Chromium,Severe,7.05,4.34,27.5,2022,No
Bihar,Muzaffarpur,Well,Sewage,Medium,6.76,6.73,21.9,2020,No
Maharashtra,Pune,Pond,Sewage,Low,7.22,8.34,23.5,2020,Yes
Madhya Pradesh,Indore,Well,Fluoride,Medium,6.35,6.07,22.2,2023,No
Gujarat,Rajkot,Groundwater,Industrial Waste,High,7.9,4.66,27.2,2015,Yes
West Bengal,Siliguri,Reservoir,Plastic Waste,High,7.67,5.13,24.2,2022,Yes
Karnataka,Mysuru,Borewell,Fluoride,Medium,6.59,7.35,22.1,2019,No
Madhya Pradesh,Jabalpur,Groundwater,Pesticides,Low,8.16,2.79,21.2,2023,Yes
Odisha,Rourkela,Well,Sewage,Medium,6.93,4.69,25.0,2016,Yes
Tamil Nadu,Coimbatore,Reservoir,Lead,Low,5.87,5.83,28.7,2018,No
Rajasthan,Kota,Canal,Nitrate,High,7.46,7.42,29.8,2016,Yes
Rajasthan,Kota,Groundwater,Pesticides,High,8.05,3.83,25.2,2015,No
Odisha,Sambalpur,Groundwater,Lead,Low,7.78,5.43,25.5,2024,No
Bihar,Bhagalpur,Well,Sewage,Low,6.49,5.43,10.9,2018,No
Odisha,Cuttack,Groundwater,Sewage,Low,6.96,5.83,20.6,2023,No
Uttar Pradesh,Varanasi,Canal,Nitrate,Severe,8.17,3.51,22.2,2022,Yes
West Bengal,Asansol,Canal,Industrial Waste,High,8.73,3.3,24.4,2018,Yes
Rajasthan,Jaipur,Reservoir,Industrial Waste,Medium,6.51,7.05,22.1,2017,No
Delhi,New Delhi,Lake,Fluoride,Medium,8.79,7.14,24.5,2023,Yes
Rajasthan,Bikaner,Canal,Cadmium,High,7.54,9.65,16.6,2018,Yes
Maharashtra,Mumbai,River,Fluoride,High,5.84,4.25,19.4,2016,No
Odisha,Rourkela,Borewell,Fluoride,Severe,6.66,4.6,23.2,2022,No
Rajasthan,Bikaner,Reservoir,Industrial Waste,Low,6.34,5.83,26.3,2024,Yes
Kerala,Thrissur,Groundwater,Sewage,Medium,6.11,5.49,27.9,2017,No
Haryana,Panipat,Canal,Plastic Waste,Medium,7.74,3.77,27.5,2018,No
Rajasthan,Kota,Groundwater,Industrial Waste,Medium,6.34,6.74,27.7,2016,Yes
Madhya Pradesh,Ujjain,Canal,Lead,Low,8.38,5.3,25.5,2023,Yes
Punjab,Jalandhar,Well,Cadmium,Medium,6.87,7.23,35.1,2022,No
Bihar,Patna,Borewell,Fluoride,High,7.17,8.74,30.2,2020,Yes
Assam,Nagaon,Lake,Mercury,Low,6.74,5.04,22.8,2016,Yes
Assam,Nagaon,Borewell,Fluoride,High,6.94,7.31,25.8,2020,Yes
Gujarat,Ahmedabad,Groundwater,Pesticides,Low,7.52,5.38,21.7,2017,No
Gujarat,Rajkot,Borewell,Nitrate,High,8.14,3.74,15.9,2020,No
Delhi,Karol Bagh,Groundwater,Lead,Low,5.01,5.43,16.9,2017,Yes
Karnataka,Bengaluru,Groundwater,Cadmium,Low,5.78,5.36,15.6,2020,No
Tamil Nadu,Trichy,Groundwater,Fluoride,Low,6.98,4.26,25.0,2016,Yes
Tamil Nadu,Madurai,Canal,Mercury,Medium,7.2,4.88,15.9,2023,Yes
Assam,Jorhat,Reservoir,Nitrate,High,7.19,8.25,20.1,2015,No
Assam,Jorhat,River,Lead,Low,6.15,6.99,23.0,2021,Nan
Kerala,Thrissur,Borewell,Nitrate,Medium,5.11,9.18,24.8,2020,No
Uttar Pradesh,Lucknow,Pond,Fluoride,Low,7.91,6.11,22.9,2017,Yes
Odisha,Rourkela,Pond,Cadmium,Low,8.3,1.05,20.0,2023,Yes
Karnataka,Bengaluru,Groundwater,Chromium,Low,5.6,6.97,26.1,2023,No
Bihar,Muzaffarpur,Canal,Mercury,Severe,6.38,5.32,22.6,2018,No
Tamil Nadu,Chennai,Pond,Sewage,High,8.07,10.05,21.3,2021,No
West Bengal,Howrah,Groundwater,Lead,Severe,8.22,6.24,33.4,2023,No
Madhya Pradesh,Gwalior,Reservoir,Chromium,Low,8.19,3.06,21.8,2021,Yes
Bihar,Darbhanga,Groundwater,Fluoride,Medium,8.97,4.05,19.8,2017,No
Haryana,Panipat,Lake,Industrial Waste,Medium,7.81,1.25,19.0,2019,Yes
Madhya Pradesh,Jabalpur,Well,Nitrate,High,6.81,7.67,16.4,2021,No
Assam,Nagaon,Groundwater,Nan,Low,6.12,4.7,25.9,2021,Yes
Haryana,Faridabad,River,Pesticides,High,6.14,4.44,21.7,2020,No
Assam,Jorhat,Well,Industrial Waste,Low,6.67,5.17,11.6,2017,No
Madhya Pradesh,Indore,River,Sewage,Medium,7.03,5.98,18.4,2015,Yes
Uttar Pradesh,Lucknow,Lake,Chromium,High,7.55,7.67,23.3,2017,Yes
Tamil Nadu,Trichy,River,Industrial Waste,Severe,7.31,3.69,23.5,2021,Yes
Maharashtra,Nagpur,Groundwater,Arsenic,Low,7.24,5.85,28.3,2023,No
Punjab,Chandigarh,River,Industrial Waste,Low,6.25,5.38,20.4,2015,No
Maharashtra,Nashik,River,Industrial Waste,Low,6.79,6.75,33.2,2019,Yes
Assam,Guwahati,Reservoir,Nitrate,Severe,6.96,5.43,29.0,2021,Yes
Assam,Dibrugarh,Canal,Mercury,Severe,6.52,7.36,16.9,2018,Yes
Rajasthan,Udaipur,Groundwater,Fluoride,Low,6.9,3.64,24.2,2021,Yes
Gujarat,Rajkot,Reservoir,Nitrate,Low,7.25,8.18,17.6,2015,No
Uttar Pradesh,Noida,Reservoir,Pesticides,Severe,6.45,3.96,20.9,2021,No
Delhi,Karol Bagh,River,Industrial Waste,Medium,6.45,3.63,27.5,2021,Yes
Madhya Pradesh,Indore,Lake,Fluoride,Low,9.8,1.75,32.6,2024,No
Karnataka,Mysuru,Reservoir,Mercury,Medium,6.85,6.01,22.8,2021,Yes
Punjab,Patiala,Pond,Industrial Waste,High,7.98,4.67,23.3,2019,No
Uttar Pradesh,Kanpur,Groundwater,Arsenic,High,7.59,4.05,25.5,2021,Yes
Tamil Nadu,Coimbatore,Reservoir,Mercury,High,7.92,10.26,27.0,2022,Yes
Haryana,Panipat,Pond,Lead,High,7.73,3.97,21.9,2022,No
Odisha,Cuttack,Well,Cadmium,Low,6.41,4.43,26.4,2024,No
Karnataka,Hubli,Well,Arsenic,High,6.57,3.24,23.4,2017,Yes
Haryana,Faridabad,Groundwater,Plastic Waste,High,6.88,6.99,21.8,2024,Yes
Haryana,Ambala,Groundwater,Pesticides,Severe,4.84,4.28,21.6,2020,Yes
Karnataka,Mangalore,Nan,Fluoride,High,6.49,4.65,27.6,2019,Yes
Tamil Nadu,Salem,Well,Industrial Waste,Severe,6.17,5.43,19.1,2017,Yes
Odisha,Cuttack,Groundwater,Pesticides,Severe,5.98,6.35,19.4,2024,No
Madhya Pradesh,Jabalpur,Groundwater,Nitrate,High,6.21,6.69,22.1,2024,Yes
Delhi,Rohini,Lake,Nitrate,Severe,7.23,5.07,24.0,2024,Yes
Rajasthan,Bikaner,River,Plastic Waste,Low,5.32,4.8,25.0,2022,No
Kerala,Kochi,River,Arsenic,Medium,7.38,3.76,23.8,2017,Nan
Tamil Nadu,Madurai,Borewell,Cadmium,Severe,6.62,4.47,25.6,2016,Yes
Rajasthan,Jaipur,Groundwater,Mercury,Severe,6.25,4.41,21.3,2016,No
Delhi,Karol Bagh,Reservoir,Mercury,High,8.05,2.86,20.7,2018,No
Kerala,Thrissur,Groundwater,Arsenic,High,6.84,6.7,24.5,2016,No
Gujarat,Bhavnagar,Lake,Cadmium,Low,5.86,5.2,24.3,2023,Yes
Bihar,Bhagalpur,Pond,Arsenic,Low,8.87,7.07,22.4,2021,Yes
Maharashtra,Nagpur,Borewell,Arsenic,High,8.5,7.33,14.8,2017,No
Assam,Dibrugarh,Lake,Industrial Waste,Low,5.02,8.0,17.3,2021,No
West Bengal,Siliguri,Reservoir,Fluoride,High,8.91,0.51,23.1,2015,No
Odisha,Sambalpur,Borewell,Industrial Waste,High,6.88,4.82,38.0,2021,Yes
Odisha,Berhampur,Canal,Nitrate,Low,7.48,6.66,15.5,2022,Yes
Delhi,Saket,Borewell,Cadmium,Severe,6.28,1.77,24.8,2018,Yes
Kerala,Kollam,Pond,Sewage,Low,7.51,3.61,30.8,2018,No
Odisha,Sambalpur,Canal,Chromium,Low,6.52,4.38,21.2,2019,No
Madhya Pradesh,Gwalior,Borewell,Sewage,Medium,5.84,3.54,36.8,2022,Yes
Tamil Nadu,Chennai,Groundwater,Nitrate,Severe,4.93,2.77,30.8,2017,No
Maharashtra,Aurangabad,River,Chromium,Severe,7.5,4.18,22.5,2024,Yes
Maharashtra,Nashik,River,Nitrate,Severe,6.18,4.75,25.7,2017,No
Odisha,Rourkela,River,Sewage,Low,8.41,4.03,31.7,2020,No
Bihar,Muzaffarpur,River,Mercury,Severe,7.86,6.43,22.9,2016,Yes
Odisha,Cuttack,Well,Mercury,High,5.23,6.68,28.1,2015,Yes
Tamil Nadu,Trichy,River,Mercury,High,6.56,5.06,23.2,2024,Yes
Odisha,Bhubaneswar,River,Lead,Medium,7.23,5.29,25.1,2015,No
Rajasthan,Jaipur,Lake,Arsenic,Medium,7.49,5.51,30.1,2020,Yes
Punjab,Chandigarh,Canal,Mercury,High,6.38,8.42,25.9,2022,Yes
Uttar Pradesh,Noida,Canal,Plastic Waste,Medium,8.19,5.69,19.5,2022,No
Haryana,Faridabad,Well,Mercury,Severe,7.2,5.52,24.5,2024,No
Odisha,Bhubaneswar,Reservoir,Industrial Waste,High,5.51,4.56,20.3,2023,No
Haryana,Panipat,Groundwater,Mercury,Medium,8.47,7.86,18.5,2020,No
Odisha,Cuttack,Pond,Arsenic,Low,7.91,3.98,24.2,2021,Yes
West Bengal,Durgapur,Lake,Fluoride,Severe,6.05,3.75,21.7,2024,No
Punjab,Patiala,River,Sewage,Medium,6.91,8.1,20.7,2016,No
Gujarat,Ahmedabad,Reservoir,Arsenic,Medium,7.75,1.91,25.9,2016,No
Bihar,Darbhanga,Reservoir,Fluoride,Severe,6.5,4.94,22.3,2018,No
Assam,Nagaon,Canal,Pesticides,Severe,5.01,7.11,30.4,2024,Yes
Madhya Pradesh,Jabalpur,River,Industrial Waste,Low,7.27,5.43,15.3,2021,Yes
Rajasthan,Kota,Reservoir,Mercury,Severe,5.36,6.87,23.5,2024,Yes
Madhya Pradesh,Gwalior,Well,Nan,Medium,6.76,4.96,26.7,2020,No
West Bengal,Howrah,Pond,Nitrate,High,7.63,4.57,18.9,2021,Yes
Tamil Nadu,Chennai,River,Nitrate,High,6.55,5.35,25.7,2024,Yes
Karnataka,Hubli,Groundwater,Cadmium,Medium,7.07,6.22,25.0,2022,No
West Bengal,Nan,Groundwater,Cadmium,High,6.4,4.18,29.5,2021,No
Tamil Nadu,Trichy,Lake,Pesticides,Severe,6.59,5.11,23.5,2022,No
Assam,Dibrugarh,River,Pesticides,Severe,7.99,6.36,24.0,2017,Yes
Nan,Ujjain,Borewell,Sewage,Low,7.5,7.45,29.3,2024,Yes
Bihar,Muzaffarpur,Canal,Plastic Waste,High,8.32,5.45,37.0,2016,Yes
Bihar,Patna,River,Fluoride,High,8.62,6.65,21.1,2016,Yes
Kerala,Kozhikode,Groundwater,Lead,Low,6.98,7.66,18.5,2016,No
Odisha,Berhampur,River,Pesticides,Low,7.94,4.54,30.6,2024,No
Gujarat,Ahmedabad,Pond,Chromium,Low,6.7,6.12,31.8,2020,No
West Bengal,Howrah,Borewell,Lead,Low,4.5,5.88,21.6,2022,No
Bihar,Gaya,Reservoir,Fluoride,Low,7.62,3.99,24.3,2017,No
Gujarat,Vadodara,Pond,Lead,Medium,5.94,7.29,20.5,2019,Yes
Uttar Pradesh,Noida,Reservoir,Pesticides,High,7.05,5.98,31.6,2021,Yes
Gujarat,Vadodara,Lake,Nitrate,Medium,7.92,5.95,29.2,2021,Yes
West Bengal,Siliguri,Groundwater,Chromium,Low,7.29,2.25,12.0,2018,Yes
Kerala,Kozhikode,Well,Plastic Waste,High,4.98,4.41,25.1,2017,No
Bihar,Muzaffarpur,Groundwater,Lead,High,6.77,4.88,26.4,2024,Yes
Karnataka,Hubli,Canal,Chromium,High,7.46,7.36,20.7,2023,No
Rajasthan,Kota,Reservoir,Lead,High,7.73,7.05,21.1,2015,Yes
Kerala,Kochi,Well,Fluoride,Medium,6.51,8.96,20.1,2023,Yes
Punjab,Patiala,River,Lead,High,7.11,4.66,19.0,2022,Yes
Assam,Nagaon,Reservoir,Sewage,Low,6.3,5.03,32.0,2016,No
Assam,Dibrugarh,Reservoir,Arsenic,Low,6.84,4.33,30.6,2021,Yes
Odisha,Cuttack,Reservoir,Cadmium,Severe,6.56,1.88,17.4,2018,No
Delhi,Karol Bagh,Groundwater,Arsenic,Medium,8.95,2.94,14.7,2023,Yes
Kerala,Thrissur,River,Nitrate,Severe,6.48,6.22,17.4,2017,Yes
Haryana,Panipat,Borewell,Mercury,Medium,5.46,7.94,23.4,2021,Yes
Madhya Pradesh,Bhopal,River,Nitrate,Medium,5.58,4.03,26.0,2024,Yes
Kerala,Kochi,River,Nitrate,Low,6.83,6.08,18.3,2021,No
Karnataka,Mysuru,Groundwater,Nitrate,Low,6.8,7.42,31.3,2018,Yes
Punjab,Patiala,Lake,Industrial Waste,Low,6.56,2.82,18.4,2019,No
Kerala,Kollam,Borewell,Cadmium,Low,7.57,4.65,20.1,2015,No
Rajasthan,Jaipur,Borewell,Nitrate,Medium,7.27,8.5,13.4,2019,Yes
Punjab,Ludhiana,Pond,Nitrate,Severe,5.8,6.8,30.5,2020,Yes
Kerala,Kochi,Reservoir,Pesticides,Severe,7.7,3.86,23.9,2021,No
Karnataka,Hubli,Canal,Pesticides,Medium,6.28,4.8,21.9,2015,No
Assam,Dibrugarh,Pond,Fluoride,Low,6.32,5.9,14.3,2023,Yes
Madhya Pradesh,Bhopal,Pond,Industrial Waste,Medium,7.69,4.55,24.0,2020,No
Delhi,Saket,Reservoir,Industrial Waste,High,7.6,4.02,18.8,2024,No
Odisha,Bhubaneswar,River,Industrial Waste,Severe,6.44,8.76,27.5,2023,No
Tamil Nadu,Salem,Well,Lead,Severe,7.52,6.09,25.0,2021,Yes
Tamil Nadu,Salem,Canal,Cadmium,Low,6.73,6.75,22.3,2022,Yes
Delhi,Karol Bagh,Well,Pesticides,Low,7.3,8.08,29.4,2016,No
Assam,Guwahati,Pond,Nitrate,High,7.3,6.69,34.1,2017,No
Gujarat,Ahmedabad,River,Lead,Low,6.95,5.79,27.3,2022,No
Tamil Nadu,Madurai,Well,Plastic Waste,Medium,6.94,2.77,22.2,2024,No
Punjab,Amritsar,Reservoir,Sewage,Medium,6.87,1.24,25.8,2016,Yes
Uttar Pradesh,Agra,Pond,Pesticides,High,7.59,3.75,27.9,2019,No
Madhya Pradesh,Bhopal,River,Plastic Waste,Low,5.93,7.17,23.5,2023,No
Kerala,Thiruvananthapuram,Groundwater,Plastic Waste,High,7.34,7.3,29.9,2023,Yes
Uttar Pradesh,Kanpur,Groundwater,Arsenic,Low,6.67,4.79,19.4,2023,Yes
Maharashtra,Aurangabad,Well,Cadmium,Severe,7.53,5.93,26.4,2024,Yes
Rajasthan,Kota,Borewell,Sewage,High,7.77,5.28,27.0,2021,Yes
Maharashtra,Nashik,Reservoir,Industrial Waste,High,7.71,3.86,31.0,2023,No
Punjab,Jalandhar,Pond,Arsenic,Low,5.39,4.98,25.2,2016,No
Kerala,Kollam,Lake,Fluoride,Medium,6.28,6.26,30.4,2017,No
Delhi,Karol Bagh,Groundwater,Lead,Severe,7.55,6.51,24.2,2020,Yes
Maharashtra,Aurangabad,Groundwater,Sewage,Severe,8.03,5.77,27.6,2019,No
Punjab,Jalandhar,Well,Plastic Waste,Severe,6.67,6.84,23.5,2017,Yes
Uttar Pradesh,Noida,Well,Cadmium,Low,7.36,3.23,28.6,2022,Yes
Punjab,Chandigarh,Canal,Mercury,Severe,7.65,4.37,30.4,2019,Yes
Kerala,Kollam,River,Mercury,Severe,6.26,3.59,20.4,2015,No
Maharashtra,Nan,Groundwater,Mercury,High,5.33,6.59,25.5,2015,No
Gujarat,Surat,River,Pesticides,Medium,7.64,2.39,30.7,2023,No
Punjab,Patiala,Pond,Chromium,Severe,5.69,8.43,25.9,2016,Yes
Gujarat,Surat,Groundwater,Nan,High,6.99,4.72,19.8,2016,Yes
Gujarat,Bhavnagar,Reservoir,Nitrate,High,7.09,7.24,20.5,2015,Yes
Madhya Pradesh,Indore,River,Cadmium,Severe,6.99,5.43,21.4,2018,Yes
Madhya Pradesh,Jabalpur,Groundwater,Mercury,High,6.57,3.95,27.5,2022,No
Uttar Pradesh,Agra,Canal,Plastic Waste,High,6.82,7.01,18.7,2021,Yes
Kerala,Thrissur,Nan,Nitrate,Medium,6.64,11.0,27.4,2019,Yes
Kerala,Kozhikode,Reservoir,Plastic Waste,Severe,8.43,4.58,19.1,2016,No
Assam,Jorhat,River,Plastic Waste,High,8.35,4.94,29.2,2019,Yes
Uttar Pradesh,Noida,Pond,Cadmium,High,7.09,6.11,19.0,2022,Yes
Delhi,Rohini,River,Cadmium,High,7.56,5.0,23.2,2021,No
Odisha,Nan,Well,Industrial Waste,Medium,7.29,4.9,23.5,2016,No
Punjab,Amritsar,Canal,Chromium,Medium,8.15,6.53,24.5,2020,No
Punjab,Ludhiana,Reservoir,Arsenic,Low,5.99,5.04,21.3,2017,Yes
Uttar Pradesh,Nan,Well,Pesticides,Severe,6.28,4.59,20.0,2016,Yes
Assam,Guwahati,River,Mercury,Severe,8.08,7.11,17.1,2021,Yes
Karnataka,Mangalore,Groundwater,Mercury,High,6.21,5.3,21.7,2016,No
Maharashtra,Nashik,Lake,Cadmium,Low,7.23,6.91,17.8,2020,Yes
Uttar Pradesh,Agra,River,Arsenic,Medium,6.89,5.6,29.5,2019,No
Uttar Pradesh,Agra,Pond,Chromium,Low,5.95,4.76,24.2,2015,Yes
Delhi,Nan,Well,Nitrate,Severe,7.49,7.02,26.6,2015,Yes
Uttar Pradesh,Kanpur,Reservoir,Pesticides,High,6.76,6.72,22.5,2016,No
Kerala,Kochi,Pond,Fluoride,High,5.92,9.04,24.2,2021,No
Karnataka,Bengaluru,Borewell,Sewage,Severe,7.17,7.86,23.6,2024,Yes
Karnataka,Bengaluru,Groundwater,Lead,Medium,7.01,3.75,27.2,2024,No
Maharashtra,Aurangabad,Groundwater,Lead,Severe,6.99,2.67,19.1,2024,Yes
Madhya Pradesh,Indore,Pond,Chromium,High,6.45,5.75,31.9,2016,Yes
Assam,Silchar,River,Nitrate,High,7.3,7.1,24.0,2021,No
Gujarat,Vadodara,Borewell,Arsenic,Medium,4.73,5.23,29.3,2017,No
Karnataka,Belgaum,Reservoir,Lead,High,7.54,4.79,18.9,2019,No
Gujarat,Surat,River,Plastic Waste,Severe,7.1,5.21,27.4,2020,No
West Bengal,Siliguri,Pond,Pesticides,High,7.13,4.99,23.5,2021,Nan
Haryana,Faridabad,Well,Arsenic,High,6.99,8.11,31.6,2016,Yes
Delhi,New Delhi,Groundwater,Chromium,Medium,6.37,4.76,21.4,2019,Yes
Maharashtra,Aurangabad,Reservoir,Nitrate,High,6.82,6.42,30.4,2015,Yes
Kerala,Kollam,Reservoir,Pesticides,High,7.22,1.75,26.8,2019,Yes
Delhi,Saket,Lake,Chromium,High,6.93,4.96,19.0,2018,Yes
Karnataka,Mysuru,Canal,Plastic Waste,High,7.08,5.47,36.9,2017,Yes
Bihar,Darbhanga,Groundwater,Nitrate,Severe,6.51,4.22,24.5,2024,Yes
Madhya Pradesh,Gwalior,Canal,Lead,Severe,6.3,3.5,32.8,2021,Yes
Delhi,New Delhi,Groundwater,Arsenic,High,6.68,9.37,23.5,2019,No
Delhi,Saket,Borewell,Lead,Severe,6.25,4.16,22.9,2020,Yes
Rajasthan,Udaipur,Borewell,Cadmium,Medium,6.42,6.69,29.1,2017,Yes
Gujarat,Vadodara,Canal,Industrial Waste,Severe,7.57,4.24,32.4,2019,Yes
Haryana,Panipat,Reservoir,Arsenic,Severe,6.68,3.3,29.9,2017,No
Punjab,Amritsar,Borewell,Plastic Waste,Medium,7.31,6.39,34.3,2021,Yes
Uttar Pradesh,Noida,Lake,Pesticides,High,6.58,6.86,17.0,2021,Yes
Madhya Pradesh,Indore,Borewell,Lead,Medium,7.38,5.39,15.5,2016,Yes
Karnataka,Mysuru,Pond,Arsenic,Low,6.23,4.3,19.1,2023,No
Odisha,Cuttack,River,Pesticides,Low,5.64,1.96,21.1,2017,Yes
Delhi,Karol Bagh,Reservoir,Fluoride,Medium,7.12,5.7,27.6,2017,No
Maharashtra,Mumbai,River,Industrial Waste,Medium,7.13,1.96,18.4,2017,No
Odisha,Sambalpur,Canal,Cadmium,Medium,6.07,6.28,20.2,2020,No
Gujarat,Vadodara,River,Chromium,Medium,6.03,4.77,24.4,2018,No
Kerala,Kochi,Groundwater,Nitrate,Low,7.43,5.02,28.2,2021,No
Madhya Pradesh,Gwalior,Well,Mercury,Medium,6.59,5.5,27.0,2015,Yes
Haryana,Panipat,Groundwater,Industrial Waste,Low,8.58,4.84,19.8,2018,No
Punjab,Jalandhar,Canal,Mercury,High,8.21,8.1,25.5,2018,No
Haryana,Faridabad,Canal,Cadmium,High,6.9,3.16,25.2,2019,Yes
Uttar Pradesh,Noida,Pond,Industrial Waste,Low,8.22,5.14,25.2,2023,Yes
Rajasthan,Kota,Pond,Industrial Waste,Low,8.55,4.12,21.0,2015,Yes
Uttar Pradesh,Varanasi,Well,Nitrate,Low,7.31,2.33,25.6,2015,Yes
Uttar Pradesh,Noida,Borewell,Plastic Waste,Severe,7.5,5.93,17.9,2017,No
Odisha,Berhampur,Well,Sewage,Medium,8.16,5.53,17.8,2023,Yes
Tamil Nadu,Salem,Well,Chromium,High,7.31,10.02,14.8,2021,No
Uttar Pradesh,Varanasi,Well,Lead,Severe,6.82,7.54,27.0,2021,No
Punjab,Amritsar,Borewell,Lead,Medium,7.32,5.65,23.8,2016,No
Maharashtra,Aurangabad,Well,Industrial Waste,Low,6.03,5.18,26.0,2024,No
Maharashtra,Pune,Lake,Industrial Waste,Medium,8.28,5.33,19.6,2016,Yes
Odisha,Berhampur,Lake,Chromium,High,7.5,5.9,30.8,2015,No
Rajasthan,Jodhpur,Canal,Industrial Waste,Severe,7.9,4.29,31.0,2021,Yes
Tamil Nadu,Coimbatore,River,Mercury,Severe,6.99,7.46,33.4,2016,No
Delhi,New Delhi,Borewell,Arsenic,Severe,7.56,4.36,18.1,2019,No
Odisha,Sambalpur,Groundwater,Fluoride,Low,7.15,6.5,18.1,2015,Yes
Rajasthan,Bikaner,Groundwater,Plastic Waste,Severe,6.28,7.44,24.1,2018,Yes
Bihar,Gaya,Pond,Arsenic,Medium,6.06,8.54,25.2,2018,No
Karnataka,Belgaum,Well,Lead,Low,8.54,3.03,15.9,2015,No
West Bengal,Kolkata,Canal,Plastic Waste,Medium,6.69,6.27,24.4,2018,Yes
Uttar Pradesh,Varanasi,Groundwater,Mercury,High,7.59,3.45,23.0,2017,Yes
West Bengal,Siliguri,Lake,Cadmium,High,6.86,4.51,24.8,2024,No
Assam,Dibrugarh,Pond,Pesticides,Nan,6.01,6.73,26.0,2024,Yes
Haryana,Gurugram,Well,Pesticides,Severe,5.4,7.77,19.5,2022,Yes
Madhya Pradesh,Indore,Pond,Fluoride,High,7.44,8.75,23.0,2021,No
Assam,Jorhat,Lake,Plastic Waste,Low,6.23,6.7,35.0,2016,Yes
Madhya Pradesh,Indore,River,Mercury,Severe,5.9,6.58,27.5,2024,Yes
Uttar Pradesh,Kanpur,Borewell,Mercury,High,7.48,7.71,20.8,2022,Yes
Rajasthan,Udaipur,Borewell,Arsenic,High,6.18,4.46,27.8,2023,Yes
Uttar Pradesh,Kanpur,Nan,Chromium,High,6.01,6.98,24.9,2023,No
Haryana,Ambala,Reservoir,Nitrate,Severe,7.85,4.11,26.0,2018,No
Haryana,Ambala,Reservoir,Nitrate,Severe,5.06,7.08,16.2,2015,No
Rajasthan,Jaipur,Borewell,Plastic Waste,Low,4.72,4.99,29.5,2019,No
Bihar,Gaya,Borewell,Pesticides,Nan,6.41,4.62,21.0,2020,No
Uttar Pradesh,Kanpur,Reservoir,Mercury,Medium,7.76,7.07,19.2,2018,No
Assam,Guwahati,Well,Plastic Waste,Low,5.93,4.78,26.7,2016,Yes
Assam,Nagaon,River,Sewage,High,5.89,8.0,17.2,2019,No
Karnataka,Belgaum,River,Industrial Waste,Low,7.24,7.1,24.4,2018,Yes
Madhya Pradesh,Indore,Groundwater,Arsenic,Low,6.0,5.97,25.1,2016,Yes
Tamil Nadu,Madurai,Borewell,Sewage,Low,6.47,5.2,24.4,2024,No
Uttar Pradesh,Noida,Reservoir,Industrial Waste,Severe,8.35,4.99,14.1,2019,Yes
Maharashtra,Aurangabad,Borewell,Chromium,High,6.66,6.29,24.9,2017,No
Assam,Guwahati,Well,Cadmium,Severe,5.88,6.59,29.5,2021,Yes
Odisha,Berhampur,Lake,Fluoride,Medium,6.27,5.1,18.8,2017,No
Maharashtra,Nagpur,Lake,Fluoride,Low,6.3,7.04,25.2,2024,Yes
Kerala,Kochi,Reservoir,Sewage,Severe,7.52,8.04,20.9,2021,Yes
Delhi,Dwarka,Lake,Industrial Waste,High,6.83,6.04,23.8,2019,No
Odisha,Cuttack,Borewell,Cadmium,Low,6.6,5.85,29.4,2016,No
Delhi,Saket,River,Sewage,High,6.18,2.96,31.3,2019,Yes
Bihar,Darbhanga,River,Nitrate,High,6.53,1.62,29.5,2021,Yes
Gujarat,Rajkot,Well,Nitrate,Low,6.73,7.86,25.6,2017,No
Gujarat,Vadodara,Borewell,Lead,Medium,6.42,4.06,21.6,2024,Yes
Tamil Nadu,Salem,Well,Industrial Waste,Medium,7.9,0.63,27.4,2017,No
Punjab,Jalandhar,Well,Fluoride,Medium,6.33,5.29,33.5,2020,Yes
Punjab,Chandigarh,Groundwater,Mercury,Medium,7.45,6.64,26.0,2017,No
